report_event,duid,participant,region,issue_time,effective_time,cancellation_time,directed_resource_type,reason,direction_instruction,market_notice,directed_mwh,compensation_payment,retained_trading_amount,additional_compensation,ie_fee,cra,source_format,source_file
2021-03-17T18:00:00Z,TORRB1,AGL SA Generation Pty Limited,SA1,2021-03-23T16:30:00Z,2021-03-24T00:59:59Z,2021-03-25T03:59:59Z,,System strength,Remain,MN 83549,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-03-17T18:00:00Z,TORRB2,AGL SA Generation Pty Limited,SA1,2021-03-23T16:30:00Z,2021-03-24T01:30:00Z,2021-03-25T16:30:00Z,,System strength,Remain,MN 83549,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-03-17T18:00:00Z,PPCCGT,Pelican Point Power Limited,SA1,2021-03-25T17:00:00Z,2021-03-26T09:00:00Z,2021-03-26T15:59:59Z,,System strength,Remain,MN 83601,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-03-17T18:00:00Z,TORRB1,AGL SA Generation Pty Limited,SA1,2021-03-25T17:00:00Z,2021-03-26T08:29:59Z,2021-03-26T14:29:59Z,,System strength,Remain,MN 83601,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-03-17T18:00:00Z,PPCCGT,Pelican Point Power Limited,SA1,2021-03-26T17:00:00Z,2021-03-27T09:00:00Z,2021-03-27T17:29:59Z,,System strength,Remain,MN 83624,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-03-17T18:00:00Z,TORRB2,AGL SA Generation Pty Limited,SA1,2021-03-26T17:00:00Z,2021-03-27T00:59:59Z,2021-03-27T16:30:00Z,,System strength,Remain,MN 83624,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-03-27T17:39:59Z,PPCCGT,Pelican Point Power Limited,SA1,2021-03-27T17:39:59Z,2021-03-28T09:00:00Z,2021-03-28T17:00:00Z,,System strength,Remain,MN 83708,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-03-27T17:39:59Z,TORRB2,AGL SA Generation Pty Limited,SA1,2021-03-27T17:39:59Z,2021-03-28T03:59:59Z,2021-03-30T17:00:00Z,,System strength,Remain,MN 83708,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-03-27T17:39:59Z,PPCCGT,Pelican Point Power Limited,SA1,2021-03-28T15:00:00Z,2021-03-29T09:00:00Z,2021-03-29T16:30:00Z,,System strength,Remain,MN 83708,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-03-27T17:39:59Z,PPCCGT,Pelican Point Power Limited,SA1,2021-03-29T17:00:00Z,2021-03-30T09:59:59Z,2021-03-30T15:59:59Z,,System strength,Remain,MN 83708,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-03-27T17:39:59Z,PPCCGT,Pelican Point Power Limited,SA1,2021-03-30T17:00:00Z,2021-03-31T09:30:00Z,2021-03-31T14:29:59Z,,System strength,Remain,MN 83872,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-03-27T17:39:59Z,TORRB2,AGL SA Generation Pty Limited,SA1,2021-03-30T17:00:00Z,2021-03-31T07:30:00Z,2021-03-31T15:00:00Z,,System strength,Remain,MN 83872,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-03-27T17:39:59Z,TORRB2,AGL SA Generation Pty Limited,SA1,2021-03-31T17:00:00Z,2021-04-01T00:30:00Z,2021-04-01T15:59:59Z,,System strength,Remain,MN 83881,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-01T18:00:00Z,PPCCGT,Pelican Point Power Limited,SA1,2021-04-01T18:00:00Z,2021-04-02T08:29:59Z,2021-04-02T15:30:00Z,,System strength,Remain,MN 83888,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-01T18:00:00Z,TORRB2,AGL SA Generation Pty Limited,SA1,2021-04-01T18:00:00Z,2021-04-02T00:30:00Z,2021-04-07T16:44:59Z,,System strength,Remain,MN 83888,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-01T18:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2021-04-01T18:00:00Z,2021-04-02T00:59:59Z,2021-04-02T17:00:00Z,,System strength,Remain,MN 83888,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-01T18:00:00Z,PPCCGT,Pelican Point Power Limited,SA1,2021-04-02T15:59:59Z,2021-04-03T08:29:59Z,2021-04-03T15:30:00Z,,System strength,Remain,MN 83888,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-01T18:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2021-04-02T15:59:59Z,2021-04-03T00:59:59Z,2021-04-03T17:00:00Z,,System strength,Remain,MN 83888,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-01T18:00:00Z,PPCCGT,Pelican Point Power Limited,SA1,2021-04-03T15:59:59Z,2021-04-04T00:59:59Z,2021-04-04T09:30:00Z,,System strength,Remain,MN 83888,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-01T18:00:00Z,PPCCGT,Pelican Point Power Limited,SA1,2021-04-03T15:59:59Z,2021-04-04T09:30:00Z,2021-04-04T15:59:59Z,,System strength,Remain,MN 83888,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-01T18:00:00Z,PPCCGT,Pelican Point Power Limited,SA1,2021-04-03T15:59:59Z,2021-04-04T15:59:59Z,2021-04-04T17:00:00Z,,System strength,Remain,MN 83888,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-01T18:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2021-04-04T11:00:00Z,2021-04-05T00:00:00Z,2021-04-06T06:00:00Z,,System strength,Synchronise,MN 83888,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-01T18:00:00Z,PPCCGT,Pelican Point Power Limited,SA1,2021-04-04T15:59:59Z,2021-04-05T08:29:59Z,2021-04-05T15:30:00Z,,System strength,Remain,MN 83888,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-01T18:00:00Z,PPCCGT,Pelican Point Power Limited,SA1,2021-04-05T15:59:59Z,2021-04-06T09:59:59Z,2021-04-06T15:59:59Z,,System strength,Remain,MN 83888,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-01T18:00:00Z,PPCCGT,Pelican Point Power Limited,SA1,2021-04-06T15:59:59Z,2021-04-07T09:30:00Z,2021-04-07T14:00:00Z,,System strength,Remain,MN 83888,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-01T18:00:00Z,PPCCGT,Pelican Point Power Limited,SA1,2021-04-07T17:29:59Z,2021-04-08T09:30:00Z,2021-04-08T15:00:00Z,,System strength,Remain,MN 83940,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-01T18:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2021-04-07T17:29:59Z,2021-04-08T03:59:59Z,2021-04-08T16:30:00Z,,System strength,Remain,MN 83940,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-01T18:00:00Z,PPCCGT,Pelican Point Power Limited,SA1,2021-04-08T18:00:00Z,2021-04-09T09:59:59Z,2021-04-09T15:30:00Z,,System strength,Remain,MN 83974,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-01T18:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2021-04-08T18:00:00Z,2021-04-08T21:59:59Z,2021-04-09T17:00:00Z,,System strength,Remain,MN 83974,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-09T17:00:00Z,PPCCGT,Pelican Point Power Limited,SA1,2021-04-09T17:00:00Z,2021-04-10T01:30:00Z,2021-04-11T16:30:00Z,,System strength,Remain,MN 84068,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-09T17:00:00Z,TORRB2,AGL SA Generation Pty Limited,SA1,2021-04-09T17:00:00Z,2021-04-10T00:59:59Z,2021-04-11T17:29:59Z,,System strength,Remain,MN 84068,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-09T17:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2021-04-09T17:00:00Z,2021-04-10T01:30:00Z,2021-04-11T14:29:59Z,,System strength,Remain,MN 84068,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-09T17:00:00Z,PPCCGT,Pelican Point Power Limited,SA1,2021-04-11T18:00:00Z,2021-04-12T09:00:00Z,2021-04-12T15:30:00Z,,System strength,Remain,MN 84111,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-09T17:00:00Z,TORRA3,AGL SA Generation Pty Limited,SA1,2021-04-12T14:29:59Z,2021-04-13T14:29:59Z,2021-04-14T17:29:59Z,,System strength,Synchronise,MN 84173,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-09T17:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2021-04-12T14:29:59Z,2021-04-13T00:30:00Z,2021-04-14T17:00:00Z,,System strength,Remain,MN 84173,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-09T17:00:00Z,TORRB2,AGL SA Generation Pty Limited,SA1,2021-04-12T14:39:59Z,2021-04-13T00:00:00Z,2021-04-14T16:30:00Z,,System strength,Remain,MN 84173,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-09T17:00:00Z,OSB-AG,Origin Energy Electricity Limited,SA1,2021-04-12T14:45:00Z,2021-04-13T14:29:59Z,2021-04-14T14:00:00Z,,System strength,Synchronise,MN 84173,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-09T17:00:00Z,PPCCGT,Pelican Point Power Limited,SA1,2021-04-12T14:45:00Z,2021-04-13T00:30:00Z,2021-04-13T16:30:00Z,,System strength,Remain,MN 84173,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-09T17:00:00Z,MINTARO,Synergen Power Pty Limited,SA1,2021-04-14T13:44:59Z,2021-04-14T13:44:59Z,2021-04-14T15:59:59Z,,System strength,Synchronise,MN 84173,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-09T17:00:00Z,QPS5,Origin Energy Electricity Limited,SA1,2021-04-14T13:44:59Z,2021-04-14T13:44:59Z,2021-04-14T15:59:59Z,,System strength,Synchronise,MN 84173,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-09T17:00:00Z,TORRA3,AGL SA Generation Pty Limited,SA1,2021-04-14T15:30:00Z,2021-04-15T00:00:00Z,2021-04-15T17:29:59Z,,System strength,Remain,MN 84302,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-09T17:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2021-04-14T15:30:00Z,2021-04-14T21:59:59Z,2021-04-15T16:30:00Z,,System strength,Remain,MN 84302,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-09T17:00:00Z,OSB-AG,Origin Energy Electricity Limited,SA1,2021-04-14T17:29:59Z,2021-04-15T06:59:59Z,2021-04-15T15:00:00Z,,System strength,Remain,MN 84302,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-09T17:00:00Z,TORRA3,AGL SA Generation Pty Limited,SA1,2021-04-15T18:00:00Z,2021-04-16T09:59:59Z,2021-04-16T17:25:00Z,,System strength,Remain,MN 84366,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-09T17:00:00Z,OSB-AG,Origin Energy Electricity Limited,SA1,2021-04-16T14:00:00Z,2021-04-17T09:00:00Z,2021-04-17T16:30:00Z,,System strength,Remain,MN 84366,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-09T17:00:00Z,TORRA3,AGL SA Generation Pty Limited,SA1,2021-04-16T18:00:00Z,2021-04-16T21:59:59Z,2021-04-17T16:30:00Z,,System strength,Remain,MN 84366,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-17T14:00:00Z,OSB-AG,Origin Energy Electricity Limited,SA1,2021-04-17T14:00:00Z,2021-04-18T08:29:59Z,2021-04-18T14:29:59Z,,System strength,Remain,MN 84387,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-17T14:00:00Z,TORRA3,AGL SA Generation Pty Limited,SA1,2021-04-17T14:00:00Z,2021-04-18T00:30:00Z,2021-04-18T17:00:00Z,,System strength,Remain,MN 84387,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-17T14:00:00Z,TORRA3,AGL SA Generation Pty Limited,SA1,2021-04-19T17:00:00Z,2021-04-20T00:59:59Z,2021-04-20T15:59:59Z,,System strength,Remain,MN 84396,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-25T18:00:00Z,PPCCGT,Pelican Point Power Limited,SA1,2021-04-25T18:00:00Z,2021-04-26T09:00:00Z,2021-04-26T15:00:00Z,,System strength,Remain,MN 84735,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-25T18:00:00Z,PPCCGT,Pelican Point Power Limited,SA1,2021-04-29T18:00:00Z,2021-04-30T09:30:00Z,2021-04-30T15:00:00Z,,System strength,Remain,MN 84856,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-25T18:00:00Z,PPCCGT,Pelican Point Power Limited,SA1,2021-04-30T18:00:00Z,2021-05-01T00:59:59Z,2021-05-01T16:30:00Z,,System strength,Remain,MN 84889,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-25T18:00:00Z,TORRB1,AGL SA Generation Pty Limited,SA1,2021-04-30T18:00:00Z,2021-05-01T00:30:00Z,2021-05-01T17:00:00Z,,System strength,Remain,MN 84889,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-25T18:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2021-04-30T18:00:00Z,2021-05-01T00:00:00Z,2021-05-01T18:00:00Z,,System strength,Remain,MN 84889,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-25T18:00:00Z,PPCCGT,Pelican Point Power Limited,SA1,2021-05-01T16:30:00Z,2021-05-02T08:29:59Z,2021-05-02T15:30:00Z,,System strength,Remain,MN 84976,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-25T18:00:00Z,TORRB3,AGL SA Generation Pty Limited,SA1,2021-05-01T16:30:00Z,2021-05-02T08:00:00Z,2021-05-02T15:00:00Z,,System strength,Synchronise,MN 84976,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-04-25T18:00:00Z,PPCCGT,Pelican Point Power Limited,SA1,2021-05-03T18:00:00Z,2021-05-04T09:00:00Z,2021-05-04T15:59:59Z,,System strength,Remain,MN 85060,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-05-09T17:29:59Z,TORRB1,AGL SA Generation Pty Limited,SA1,2021-05-09T17:29:59Z,2021-05-09T21:00:00Z,2021-05-10T14:00:00Z,,System strength,Remain,MN 85201,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-05-09T17:29:59Z,PPCCGT,Pelican Point Power Limited,SA1,2021-05-09T17:35:00Z,2021-05-10T00:59:59Z,2021-05-10T15:00:00Z,,System strength,Remain,MN 85201,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-05-09T17:29:59Z,TORRB1,AGL SA Generation Pty Limited,SA1,2021-05-10T18:59:59Z,2021-05-10T21:59:59Z,2021-05-11T13:30:00Z,,System strength,Remain,MN 85309,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-05-09T17:29:59Z,PPCCGT,Pelican Point Power Limited,SA1,2021-05-14T18:00:00Z,2021-05-14T23:00:00Z,2021-05-15T15:00:00Z,,System strength,Remain,MN 85441,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-05-09T17:29:59Z,PPCCGT,Pelican Point Power Limited,SA1,2021-05-16T09:30:00Z,2021-05-16T10:30:00Z,2021-05-16T15:59:59Z,,System strength,Remain,MN 85483,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-05-09T17:29:59Z,PPCCGT,Pelican Point Power Limited,SA1,2021-05-18T18:00:00Z,2021-05-19T09:30:00Z,2021-05-19T15:59:59Z,,System strength,Remain,MN 85643,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-05-09T17:29:59Z,PPCCGT,Pelican Point Power Limited,SA1,2021-05-21T18:00:00Z,2021-05-22T03:59:59Z,2021-05-22T08:00:00Z,,System strength,Remain,MN 85762,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-05-09T17:29:59Z,PPCCGT,Pelican Point Power Limited,SA1,2021-05-22T08:39:59Z,2021-05-22T09:00:00Z,2021-05-22T15:30:00Z,,System strength,Remain,MN 85788,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-05-22T15:59:59Z,TORRB1,AGL SA Generation Pty Limited,SA1,2021-05-22T15:59:59Z,2021-05-23T00:59:59Z,2021-05-23T17:00:00Z,,System strength,Remain,MN 85816,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-05-22T15:59:59Z,PPCCGT,Pelican Point Power Limited,SA1,2021-05-22T16:09:59Z,2021-05-23T00:30:00Z,2021-05-23T15:59:59Z,,System strength,Remain,MN 85816,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-05-22T15:59:59Z,PPCCGT,Pelican Point Power Limited,SA1,2021-05-23T15:59:59Z,2021-05-23T21:30:00Z,2021-05-24T17:00:00Z,,System strength,Remain,MN 85859,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-05-22T15:59:59Z,TORRB1,AGL SA Generation Pty Limited,SA1,2021-05-23T15:59:59Z,2021-05-23T21:30:00Z,2021-05-24T16:30:00Z,,System strength,Remain,MN 85859,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-05-22T15:59:59Z,TORRB2,AGL SA Generation Pty Limited,SA1,2021-05-24T16:44:59Z,2021-05-24T21:00:00Z,2021-05-26T12:30:00Z,,System strength,Remain,MN 85962,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-05-22T15:59:59Z,PPCCGT,Pelican Point Power Limited,SA1,2021-05-24T18:59:59Z,2021-05-24T20:29:59Z,2021-05-25T14:29:59Z,,System strength,Remain,MN 85962,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-05-22T15:59:59Z,PPCCGT,Pelican Point Power Limited,SA1,2021-05-25T17:00:00Z,2021-05-25T21:59:59Z,2021-05-26T05:00:00Z,,System strength,Remain,MN 85962,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
2021-06-04T18:00:00Z,PPCCGT,Pelican Point Power Limited,SA1,2021-06-04T18:00:00Z,2021-06-05T09:30:00Z,2021-06-05T15:00:00Z,,System strength,Remain,MN 86604,,,,,,,old,NEM Event System security energy directions to SA generators 1 January 2021 to 7 January 2023.xlsx
